id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
BR-0313272-B1,Processo para produzir produto de fermentação ,Ciba Spec Chem Water Treat Ltd,Jonathan Hughes,2002-08-05,2003-07-28,2014-04-15,,https://patents.google.com/patent/BR0313272B1/pt,
BR-202013018483-U2,"automotive ignition cables for gaseous, gnv, gnc, lpg fueled vehicles and automotive ignition cables for liquefied, gasoline and ethanol fuel vehicles ",Casamayou Antesana Genaro,Casamayou Antesana Genaro,2013-07-19,2013-07-19,2017-03-01,,https://patents.google.com/patent/BR202013018483U2/en,
BR-112018002245-B1,"Composto amida selecionado do ácido ?-hidroxybutírico, processo para a preparação do referido composto, uso do referido composto e composição farmacêutica compreendendo o referido composto ",Laboratorio Farmaceutico C.T. S.R.L,"Robert Cacciaglia, Antonella Loche",2015-08-04,2016-08-03,2023-07-11,,https://patents.google.com/patent/BR112018002245B1/pt,
BR-102017019875-A2,Composição cosmética compreendendo bioéster de quinoa ,Botica Comercial Farmacêutica Ltda.,"Rodrigo Makowiecky Stuart, Carine Dal Pizzol, Adilson Marinheiro Da Silva, Livia Genovez Spir, Amanda Cristina Lemes Gonçalves, Cintia Heloisa Allegretti, Bettina Gruber, Tainá Lenz De Brum Querido",2017-09-15,2017-09-15,2019-04-16,,https://patents.google.com/patent/BR102017019875A2/pt,
BR-PI1104739-A2,processo para determinação de benzoato de denatônio em álcool etílico comercial por espectrofotometria derivativa ,Univ Fed Do Piauí,"Graziela Ciaramella Moita, Juliana Beatriz Souza",2011-08-11,2011-08-11,2016-03-15,,https://patents.google.com/patent/BRPI1104739A2/pt,
BR-9711911-A,Anestésico lopcal para uso externo. ,Kowa Co,"Toshio Inagi, Akira Mada",1996-10-14,1997-10-06,2000-01-18,,https://patents.google.com/patent/BR9711911A/pt,
BR-0116152-A,"Composição, uso de um aditivo e aditivo adequado para uso como emulsificador e solubilizador ",Akzo Nobel Nv,Anna Lif,2000-12-15,2001-12-12,2003-12-23,,https://patents.google.com/patent/BR0116152A/pt,
BR-102019025989-B1,"Polímeros conjugados, e seu método de fabricação ","Beckman Coulter, Inc","Arunkumar Easwaran, Sergei Gulnik, Massimiliano Tomasulo",2018-12-14,2019-12-09,2024-09-24,,https://patents.google.com/patent/BR102019025989B1/pt,
BR-102013000308-A2,<title>processo de obtenção de inulinas com grau de polimerização >= 20 a partir de raízes de stevia rebaudiana</title>,Univ Estadual De Maringá,"Arildo José Braz De Oliveira, Elisângela Fumagali Gerolino, Regina Aparecida Correia Gonçalves, Sheila Mara Sanches Lopes",2013-01-07,2013-01-07,2015-12-29,,https://patents.google.com/patent/BR102013000308A2/pt,
BR-102020017189-A2,Process of separation of phenolic compounds in plant matrices ,Universidade Estadual De Campinas - Unicamp,"Mauricio Ariel Rostagno, Mariana Corrêa De Souza, Laise Capelasso Da Silva",2020-08-21,2020-08-21,2022-03-03,,https://patents.google.com/patent/BR102020017189A2/en,https://patentimages.storage.googleapis.com/6c/7c/d1/739c4aec7da429/img0005.png
BR-102014002430-A2,processo de obtenção de peneiras moleculares mesoporosas e uso das peneiras moleculares mesoporosas obtidas ,Fundação Universidade Fed De São Carlos,"Dilson Cardoso, Ivana Helena Da Cruz, Jailson Arruda De Araújo, Laura Lorena Da Silva",2014-01-31,2014-01-31,2015-10-20,,https://patents.google.com/patent/BR102014002430A2/pt,
BR-102018077523-A2,"miniemulsões de frações bioativas de passiflora, composições compreendendo tais miniemulsões e formulações ","Universidade Estadual De Campinas - Unicamp, Rubian Xtract Serviços Ltda.","Philipe Dos Santos, Juliane Vigáno, Márcio Lopes, Julian Martinez",2018-12-28,2018-12-28,2020-07-07,,https://patents.google.com/patent/BR102018077523A2/pt,https://patentimages.storage.googleapis.com/1f/b7/64/574acc8dbf6eae/img0034.png
BR-112012006032-B1,"COMPOSITION, TRANSGENIC MICROBIAN HOST CELL, METHODS FOR PRODUCING A POLYPETIDE HAVING CELLULOLY ACTIVITIES, FOR DEGRADING A CELLULOSTIC MATERIAL, TO PRODUCE A COMPULSORY FERMENTATION, AND CELLULAR FERMENTATION PRODUCT, ",,,,,2018-08-21,,https://patents.google.com/patent/BR112012006032B1/en,
BR-112018000198-B1,"Método de isolamento de uma estirpe de levedura industrial que degrada l-asparagina, estirpes de levedura industrial isolada, método para reduzir a asparagina durante a preparação ou o processamento de alimentos e produto alimentar ",Renaissance Bioscience Corp,"Zachari J. Turgeon, Jessica Marie Swanson, Matthew S. Dahabieh, John I. Husnik",2015-07-07,2016-07-06,2024-09-17,,https://patents.google.com/patent/BR112018000198B1/pt,
BR-9907248-A,Determinação de hidreto usando compostos de acridìnio quimiluminescentes ,Bayer Ag,"David Sharpe, Anand Natrajan, Qingping Jiang, George Parsons, Say-Jong Law",1998-11-25,1999-11-24,2000-10-17,,https://patents.google.com/patent/BR9907248A/pt,
BR-9810094-A,Composição desodorante ,Church & Dwight Co Inc,Lucia Salas,1997-06-19,1998-05-27,2000-08-08,,https://patents.google.com/patent/BR9810094A/pt,
BR-0004237-A,Processo de extração e transformação de isoflavonas glicosiladas de soja em isoflavonas agliconas ,Unicamp,"Yong Kun Park, Adilma Regina Pippa Scamparini, Helia Harumi Sato, Severino Matias De Alencar",2000-09-06,2000-09-06,2002-04-16,,https://patents.google.com/patent/BR0004237A/pt,
BR-PI0603079-A,processo de obtenção de hidrocolóide vegetal ,Chelia Goncalves Mothe,Chelia Goncalves Mothe,2006-08-03,2006-08-03,2008-03-18,,https://patents.google.com/patent/BRPI0603079A/pt,
BR-9903666-A,Processo de obtenção do tenoxicam-zinco e complexo tenoxicam-zinco ,"Nascimen Jorge Willian Leandro, Michael Simon Nothenberg, Seizi Oga, Carlos Alberto Tagliati, Luiz Henrique Santos","Jorge Willian Leand Nascimento, Carlos Alberto Tagliati, Michael Simon Nothenberg, Seizi Oga, Luiz Henrique Santos",1999-08-17,1999-08-17,2001-05-22,,https://patents.google.com/patent/BR9903666A/pt,
BR-0208518-A,Compressas de metronidazol ,Stiefel Laboratories,Karl F Popp,2001-03-28,2002-03-04,2006-01-17,,https://patents.google.com/patent/BR0208518A/pt,
BR-9812251-A,"Composição para tratamento de cabelo, artigo para consumidor, e, processo para fixação de cabelo ",Eastman Chem Co,"Suzanne W Dobbs, Terry A Oldfield, Philip M Cook, William R Bryan",1997-09-17,1998-09-15,2000-07-18,,https://patents.google.com/patent/BR9812251A/pt,
BR-112013025233-A2,processo para fazer um derivado de 2-nitroetanol e composto ,Angus Chemical,"Charles E Coburn, David G Green, Raymond J Swedo",2011-04-07,2012-03-26,2016-12-27,,https://patents.google.com/patent/BR112013025233A2/pt,
BR-9815266-A,Composições para o cuidado pessoal ,Procter & Gamble,"Marjorie Mossman Peffly, Raymond Edward Bolich Jr, Peter Marte Torgerson, Sanjeev Midha",1997-11-05,1998-11-02,2000-10-10,,https://patents.google.com/patent/BR9815266A/pt,
BR-PI0419060-A,método e dispositivos para o processamento contìnuo de matérias-primas renováveis ,Biotech Progress A S,"Zdenek Kratochvil, Frantisek Bouska, Frantisek Machek",2004-08-31,2004-08-31,2007-12-26,,https://patents.google.com/patent/BRPI0419060A/pt,
BR-102023009763-A2,Peça para redução de combustivel em automotores e motocicletas ,Fabio Antonio Da Silva,Taciano Da Silva Feitosa,,2023-05-19,2024-12-03,,https://patents.google.com/patent/BR102023009763A2/pt,
BR-112022010025-A2,Método para conservar produtos de padaria cozidos ,Lesaffre & Cie,"Bryckaert Emilie, Delchambre Florence, Soupiron Laurent",2019-11-26,2020-11-26,2022-08-16,,https://patents.google.com/patent/BR112022010025A2/pt,
BR-0100200-A,Processo de imobilização der serratia rubidaea cct 5732 em óxido misto de sìlica-titânia ,Unicamp,"Anita Jocelyne Marsaioli, Jose Eduardo Goncalves, Regina Aparecida Cor Goncalves, Yoshitaka Gushikem",2001-01-04,2001-01-04,2002-09-03,,https://patents.google.com/patent/BR0100200A/pt,
BR-0006833-A,Processo de produção de h2 e dispositivo de transformação de espécie quìmica ,Peugeot Citr En Automobiles Sa,"Jean-Pierre Lisse, Frank Michalak, Carlos Marques-Alvarez, Veronique Grazani-Klouz, Claude Mirodatos",1999-06-24,2000-06-26,2001-08-07,,https://patents.google.com/patent/BR0006833A/pt,
BR-9815521-A,Linhagem única de zymomonas mobilis para fermentação de xilose e de arabinose ,Midwest Research Inst,"Min Zhang, Yat-Chen Chou, Stephen K Picataggio, Mark Finkelstein",1997-05-06,1998-04-05,2003-01-07,,https://patents.google.com/patent/BR9815521A/pt,
BR-0110064-A,Farinha de semente de soja com reduzido teor de gordura e de açúcar solúvel e métodos para sua preparação e utilização ,Bunge Alimentos S A,"Miguel Ngelo De Facci Oliveira, Aurelio Cereto, Rene Lucio Rech, Jose Cassio Morelli",2001-08-22,2001-08-22,2003-07-22,,https://patents.google.com/patent/BR0110064A/pt,
BR-PI0414815-A,formulação em aerossol para inalação contendo um anticolinérgico ,Boehringer Ingelheim Int,"Georg Boeck, Friedrich Schmidt",2003-09-26,2004-09-21,2006-11-14,,https://patents.google.com/patent/BRPI0414815A/pt,
BR-PI0607822-B1,Composição antimicrobiana para cuidado da pele à base de etanol ,Ecolab Inc,"Cheryl A. Littau, Mai T. Le",2005-03-08,2006-01-17,2023-06-06,,https://patents.google.com/patent/BRPI0607822B1/pt,
BR-102020003681-A2,Peparação medicinal contendo ingredientes organicos ativos do extrato das folhas de espécies do genero bauhinia no tratamento do transtorno do diabetes mellitus ,Universidade Federal De Alagoas,"Micheline Maria De Lima, Êurica Adélia Nogueira Ribeiro, Flávia De Barros Prado Moura, Antônio Euzebio Goulart Santana, Aldenir Feitosa Dos Santos, João Gomes da Costa, Camila De Barros Prado Moura Sales",2020-02-21,2020-02-21,2021-08-31,,https://patents.google.com/patent/BR102020003681A2/pt,https://patentimages.storage.googleapis.com/9b/2d/e1/f60f9ae6a73262/img0014.png
BR-102018070289-A2,módulo integrado de processo fermentativo para a produção e recuperação seletiva de butanol e acetona e processo de pervaporação ,"Petroleo Brasileiro Sa Petrobras, Univ Federal Do Rio De Janeiro Ufrj","Da Conceição Gomes Absai, Paula Rodrigues Torres Ana, Piacsek Borges Cristiano, De Araujo Kronemberger Frederico, Mattedi Gisele, Maria Melo Santa Anna Lidia, Pereira Junior Nei",2018-10-02,2018-10-02,2020-04-14,,https://patents.google.com/patent/BR102018070289A2/pt,
BR-102014015027-B1,Processo de obtenção de goma xantana por uso de licor obtido do pré-tratamento alcalino desabugo de milho ,"Universidade Tiradentes - Unit, Instituto De Tecnologia E Pesquisa","Denise Santos Ruzene, Daniel Pereira Da Silva, José António Couto Teixeira, Francine Ferreira Padilha, Elisiane Cristina Andrade Reis, Bruna Aparecida Souza Machado, Cesar Bündchen Záccaro De Oliveira, Janice Izabel Druzian, Marcelo da Costa Mendonça, Larissa Castor Ramos",2014-06-20,2014-06-20,2022-12-20,,https://patents.google.com/patent/BR102014015027B1/pt,
BR-102018070289-B1,Módulo integrado de processo fermentativo para a produção e recuperação seletiva de butanol e acetona e processo de pervaporação ,"Universidade Federal Do Rio De Janeiro - Ufrj, Petróleo Brasileiro S.A. - Petrobras","Absai Da Conceição Gomes, Nei Pereira Junior, Lidia Maria Melo Santa Anna, Gisele Mattedi, Frederico De Araujo Kronemberger, Cristiano Piacsek Borges, Ana Paula Rodrigues Torres",,2018-10-02,2023-07-04,,https://patents.google.com/patent/BR102018070289B1/pt,
BR-102020023287-A2,DNA genosensor for detection of the biomarker mgmt and its use for diagnosis of head and neck squamous cell cancer ,"Universidade De São Paulo - Usp, Fundação Pio Xii - Hospital Do Câncer De Barretos","Osvaldo Novais De Oliveira Junior, André Lopes Carvalho, Bruna Pereira Sorroche, Flávio Makoto Shimizu, Lidia Maria Rebolho Batista Arantes, Matias Eliseo Melendez, Olivia Carr, Paulo Augusto Raymundo Pereira, Paulo Barbeitas Miranda, Rafael De Oliveira Pedro, Rui Manuel Vieira Reis",2020-11-13,2020-11-13,2022-05-24,,https://patents.google.com/patent/BR102020023287A2/en,https://patentimages.storage.googleapis.com/eb/20/10/620526b4d61053/img0002.png
BR-102020018690-A2,Application of protium spruceanum extracts in sunscreens: sun protection factor (fps) and skin protection against oxidative stress ,Universidade Federal De Ouro Preto - Ufop,"Gustavo Henrique Bianco De Souza, Tatiane Roquete Amparo, Janaína Brandão Seibert, Débora Dos Santos Da Silva, Orlando David Henrique Dos Santos, Paula Melo De Abreu Vieira, Geraldo Célio Brandão, Viviane Martins Rebello Dos Santos, Amanda Dos Santos Antunes",2020-09-14,2020-09-14,2022-03-22,,https://patents.google.com/patent/BR102020018690A2/en,https://patentimages.storage.googleapis.com/58/c5/d8/85be8de19c5b23/img0004.png
BR-102019013827-A2,"METAL NANOPARTICLES SUPPORTED, PROCESS AND USE ","Centro Federal De Educação Tecnológica De Minas Gerais, Fundação Universidade Federal Do Abc, Universidade Federal De Minas Gerais","Walace Doti Do Pim, Fernanda Gomes De Mendonça, Raquel Vieira Mambrini, Gustavo Morari Do Nascimento, Humberto Osório Stumpf",2019-07-03,2019-07-03,2021-01-12,,https://patents.google.com/patent/BR102019013827A2/en,https://patentimages.storage.googleapis.com/0d/c8/81/eb491fc39bad16/img0001.png
BR-102021024019-A2,"FLAVORING AGENT, COMPOSITION, PRODUCTION PROCESS AND USE OF FLAVORS AND FLAVORING AGENTS BASED ON VANILLA EXTRACTS ","Universidade Federal Do Estado Do Rio De Janeiro, Universidade Federal Do Rio De Janeiro","Maria Gabriela Bello Koblitz, Andrea Furtado Macedo, Rafael Garrett Da Costa, Joana Paula Da Silva Oliveira",2021-11-29,2021-11-29,2023-11-28,,https://patents.google.com/patent/BR102021024019A2/en,
BR-102021005636-A2,Aditivo de biomassa residual proveniente da destilação de bioetanol celulósico e aplicado à péletes ,"Universidade Estadual Paulista Julio De Mesquita Filho, Bioflex Agroindustrial S.A.","Ronaldo Da Silva Viana, Bruno Rafael De Almeida Moreira, Victor Hugo Cruz, Julio Cezar Araujo Do Espirito Santo",2021-03-24,2021-03-24,2022-09-27,,https://patents.google.com/patent/BR102021005636A2/pt,https://patentimages.storage.googleapis.com/62/56/1f/f717f70a272670/img0004.png
BR-112012014696-B1,Novas linhagens de levedura para produção de álcool ,,,,,2018-08-21,,https://patents.google.com/patent/BR112012014696B1/pt,
BR-102022012774-A2,"Filmes híbridos contendo extratos de açaí, processo de obtenção dos mesmos e uso ",Universidade Federal De Alagoas,"Clinston Paulino De Almeida, Adriana Santos Ribeiro, Ticiano Gomes Do Nascimento, Andréa Carla De Almeida Barros, Arthur Luy Tavares Ferreira Borges, Fernanda Geny Calheiros Silva, Paula Cavalcante Amélio Silva Cadrim, Adriana Dos Santos Silva, Abel Barbosa Lira Neto, Thaisy Lúcia Ribeiro Oliveira, Jhonatan David Santos Das Neves, Rubens Pessoa De Barros",2022-06-27,2022-06-27,2024-01-09,,https://patents.google.com/patent/BR102022012774A2/pt,
BR-102021024536-A2,BIODEGRADABLE FILM BASED ON PECTIN AND PLANT EXTRACT OF TOMMY ATKINS MANGO PEEL WITH DUAL ACTION (ANTIOXIDANT AND ANTIMICROBIAL) FOR THE PRODUCTION OF ACTIVE FOOD PACKAGING ,Universidade Federal Do Ceará,"Nágila Maria Pontes Silva Ricardo, Ana Carolina Barbosa Ribeiro, Arcelina Pacheco Cunha",,2021-12-03,2023-06-06,,https://patents.google.com/patent/BR102021024536A2/en,https://patentimages.storage.googleapis.com/43/17/93/c8827e55cd5b53/img0003.png
BR-122019013200-B1,"Polinucleotídeo isolado, vetor, célula microbiana recombinante capaz de sintetizar ácido (s) graxo(s) poliinsaturado(s) de cadeia longa, método para produção da referida célula microbiana recombinante, método para produção de ácido(s) graxo(s) poliinsaturado(s) de cadeia longa, método para produção de óleo, método para produção de semente oleaginosa, extrato de semente transgênica, composição, ração e uso da referida célula recombinante, vetor ou extrato ",Commonwealth Scientific And Industrial Research Organisation,"Surinder Pal Singh, Stanley Suresh Robert, Peter David Nichols, Susan Irene Ellis Blackburn, Xue-Rong Zhou, James Robertson Petrie, Allan Graham Green",2004-04-22,2005-04-22,2022-04-12,,https://patents.google.com/patent/BR122019013200B1/pt,https://patentimages.storage.googleapis.com/e7/d8/8a/9b5bf3ffd4b56f/img0028.png
BR-102020002875-A2,Processo de obtenção de aguardente a partir de mandioca açucarada - mandiocaba ,"Jose Adriano Marini, Walter Martins Filho, Luis Eduardo Borges Cilurzo, Marcelo Brito Vicente","José Adriano Marini, Walter Martins Filho, Luis Eduardo Borges Cilurzo, Marcelo Brito Vicente",2020-02-11,2020-02-11,2021-08-24,,https://patents.google.com/patent/BR102020002875A2/pt,
BR-PI0318314-B1,"vetor, célula hospedeira de fungo ou bactéria, e método para a produção de uma planta transgênica tolerante ao stress de água. ","Carlos Alberto Dezar, Gabriela Marisa Gago, Hector Daniel Gonzalez, Lia Raquel Chan","Claudio Marcelo Dunan, Carlos Alberto Dezar, Gabriela Marisa Gago, Hector Daniel Gonzalez, Lia Raquel Chan",2003-05-02,2003-05-02,2015-10-27,,https://patents.google.com/patent/BRPI0318314B1/pt,
BR-102023025489-A2,Microcápsula de extrato de própolis verde e seu método de produção ,"Universidade Federal Do Rio De Janeiro, Universidade Federal Fluminense","Leandro Machado Rocha, Paola De Souza Sanches, Luis Alexandre Pedro De Freitas, Jairo Kenupp Bastos",,2023-12-05,2025-06-17,,https://patents.google.com/patent/BR102023025489A2/pt,
BR-102019024948-A2,"NUTRITIONAL COMPOSITION, USE OF FUSE OIL AND PROCESS FOR OBTAINING NUTRITIONAL COMPOSITION ",Heloise Nagai Do Val,Heloise Nagai Do Val,2019-11-26,2019-11-26,2022-03-08,,https://patents.google.com/patent/BR102019024948A2/en,
BR-102021004572-A2,"Levedura, plasmídeo e enzima recombinantes para a produção de amilase, processo de obtenção da enzima e usos ","Universidade Federal De São João Del Rei, Universidade Federal De Minas Gerais, Universidade Federal De Alfenas","Alexsandro Sobreira Galdino, Ana Amélia Maia Silva, Jonatas Oliveira Da Silva, Thaís Paiva Porto De Souza, Ronaldo Alves Pinto Nagem, Marina Quádrio Raposo Branco Rodrigues, William James Nogueira Lima, Daniel Bonoto Gonçalves, Renato Ramos Godoi",2021-03-11,2021-03-11,2022-09-20,,https://patents.google.com/patent/BR102021004572A2/pt,https://patentimages.storage.googleapis.com/aa/b7/27/2d21b75c841c6f/img0003.png
BR-PI0911827-A2,"compostos moleculares formados a partir no nanoencapsulamento de toxinas botulìnicas-a e b, puras ou não, e/ou com a sua estrutura modificada, e/ou composta com qualquer outra substáncia ",Jose Emilio Fehr Pereira Lopes,Jose Emilio Fehr Pereira Lopes,2009-11-25,2009-11-25,2012-02-28,,https://patents.google.com/patent/BRPI0911827A2/pt,
BR-PI1002375-A2,Método para preparação de um novo copolímero e copolímero poli (etileno-co-álcool-vinílico-co-ceto-vinílico) ,Univ Fed Do Parana,"Ronilson Vasconcelos Barbosa, Sonia Faria Zawadzki, Tiago Hommerding Pedrozo, Reinaldo Yoshio Morita, Marcel Astolphe, Juliana Regina Kloss, Dayane Mey Reis, Bianca Iodice, Gilson Luiz Torrens",2010-07-30,2010-07-30,2014-01-28,,https://patents.google.com/patent/BRPI1002375A2/pt,
BR-102013006005-A2,Veículo ,Yamaha Motor Co Ltd,"Daisuke Nonaka, Yutaka Asakura, Yuuichirou Sawada, Takao Koya",2012-03-30,2013-03-13,2015-06-02,,https://patents.google.com/patent/BR102013006005A2/pt,
BR-102014023917-B1,Método de alerta ao condutor no caso de detecção de diluição elevada de um lubrificante para motor do tipo combustível flex e meio legível por computador ,Peugeot Citroën Automobiles S.A.,"Matthieu Fuin, Clement Pouly, Evangelos Georgiadis, Romain Souquet",2013-10-03,2014-09-26,2022-07-19,,https://patents.google.com/patent/BR102014023917B1/pt,https://patentimages.storage.googleapis.com/0c/81/2b/907e2dc02ee4c9/img0001.png
BR-112020008756-A2,composições farmacêuticas orais de lorazepam resistentes a álcool ,"Edgemont Pharmaceuticals, LLC Trust","Douglas SALTEL, Michael Vachon",2017-11-01,2018-10-25,2020-10-13,,https://patents.google.com/patent/BR112020008756A2/pt,
BR-102019001295-A2,COLORIMETRIC ANALYTICAL METHOD FOR BIODIESEL QUANTIFICATION IN BIODIESEL MIXTURE: DIESEL ,Universidade De São Paulo - Usp,"Fábio Rodrigo Piovezani Rocha, Samara Soares, Wanessa Melchert Mattos, Lidiane Cristina Nunes",2019-01-22,2019-01-22,2020-08-04,,https://patents.google.com/patent/BR102019001295A2/en,https://patentimages.storage.googleapis.com/4a/da/fc/eb56a80c15fcf3/img0004.png
BR-102021003531-A2,FOAMBLE TOPICAL PHARMACEUTICAL COMPOSITION ,Eurofarma Laboratorios S.A.,"Luiz Felipe De Oliveira Faria, Maiara Santos Costa",2021-02-24,2021-02-24,2022-08-30,,https://patents.google.com/patent/BR102021003531A2/en,https://patentimages.storage.googleapis.com/a2/ea/37/a4fde94f03db42/img0011.png
BR-102021005674-A2,ANALYTICAL METHOD FOR QUANTIFICATION OF MOISTURE CONTENT IN SUGAR ,Universidade De São Paulo - Usp,"Wanessa Melchert Mattos, Weslley De Alcântara Carlos, Fábio Rodrigo Piovezani Rocha",2021-03-24,2021-03-24,2022-09-27,,https://patents.google.com/patent/BR102021005674A2/en,https://patentimages.storage.googleapis.com/ff/1e/68/d03222bb987711/img0002.png
BR-112017025727-B1,Propagação de leveduras simultânea à sacarificação ,"Lesaffre Et Compagnie, Agro Industrie Recherches Et Developpements A.R.D., Institut National De Recherche Pour L'agriculture, L'alimentation Et L'environnement",Flora Ghisoni,2015-05-29,2016-05-26,2023-07-25,,https://patents.google.com/patent/BR112017025727B1/pt,
BR-102021013839-A2,Processo de concentração de efluentes agroindustriais pela redução do teor de água e uso do produto concentrado e subprodutos do processo ,Universidade De São Paulo - Usp,"Thiago Lopes, Julio Romano Meneghini, Otávio Beruski",2021-07-13,2021-07-13,2023-01-24,,https://patents.google.com/patent/BR102021013839A2/pt,https://patentimages.storage.googleapis.com/d6/18/23/e326a53024b1b3/img0001.png
BR-102021024146-A2,"NUTRACEUTICAL POTENTIAL OF A PROTEIN ISOLATED FROM CNIDOSCOLUS QUERCIFOLIUS POH (FAVELEIRA, EUPHORBIACEAE) IN THE TREATMENT OF DIABETES ",Fundação Universidade Estadual Do Ceará - Funece,"Luiz Francisco Wemmenson Gonçalves Moura, Helen Paula Silva Da Costa, Maria Izabel Florindo Guedes, João Xavier Da Silva Neto",,2021-11-30,2023-06-13,,https://patents.google.com/patent/BR102021024146A2/en,https://patentimages.storage.googleapis.com/fa/93/b1/0715f874106d6d/img0001.png
BR-102014009745-A2,"dispositivo sensor para determinação da concentração de analitos em fase líquida, preferencialmente álcool e/ou água, e método de construção do dispositivo sensor ",Ct Nac De Pesquisa Em En De Materiais,"Angelo Luiz Gobbi, Carlos Cesar Bof Bufon, Maria Helena De Oliveira Piazzetta, Paulo Junior Zambrozi, Rui Cesar Murer",2014-04-24,2014-04-24,2016-04-05,,https://patents.google.com/patent/BR102014009745A2/pt,
BR-102018067620-A2,MULTI FUEL SYSTEM FOR AERONAUTICAL ENGINES OF THE OTTO CYCLE ,Octans Aircraft Industrial Ltda,Leonardo De Padua Andrade,2018-09-03,2018-09-03,2020-03-10,,https://patents.google.com/patent/BR102018067620A2/en,
BR-122015016711-B1,"método para extração de lipopolissacarídeo a partir de cultura de cepa bacteriana, o qual pode gerar 3-o-4'-monofosforil desacilado lipídeo a ",Corixa Corp,"D Scott Snyder, Kent R Myers",2001-03-30,2002-03-28,2016-08-02,,https://patents.google.com/patent/BR122015016711B1/pt,
BR-112019022868-B1,"Métodos para isolamento de polissacarídeo de neisseria meningitidis, e composição imunogênica ",Serum Institute Of India Private Limited,"Rajeev Mhalasakant Dhere, Sambhaji Shankar Pisal, Dattatreya Sarma Annamraju",2017-05-05,2018-05-03,2025-04-15,,https://patents.google.com/patent/BR112019022868B1/pt,
BR-112020015066-A2,Processo de separação de olefinas não lineares de uma carga olefínica por destilação reativa ,"IFP Energies Nouvelles, Total Research & Technology Feluy","Kirill DROBYSHEV, Vincent Coupard, Nikolai Nesterenko",2018-02-09,2019-01-28,2020-12-08,,https://patents.google.com/patent/BR112020015066A2/pt,
BR-102018076101-A2,"Esponja de polidimetilsiloxano funcionalizada, processo e aplicação ",Universidade Federal De Alfenas - Unifal-Mg,"Fábio Luiz Pissetti, Luana Aparecida Dos Reis Giusto",2018-12-14,2018-12-14,2019-04-24,,https://patents.google.com/patent/BR102018076101A2/pt,
BR-PI0405622-B1,PROCESSO PARA RECUPERAÇÃO DE POLIHIDROXIALCANOATOS (PHAs) DE BIOMASSA CELULAR ,Phb Industrial S/A,"Paulo Eduardo Mantelatto, Tetuhiko Sato, Nazareno Antônio Sertóri Durão, Roberto Vianna Nonato, Carlo Rocchiccioli, Sônia Maria Kesserlingh, Álvaro Minto Duzzi",2004-11-19,2004-11-19,2019-08-06,,https://patents.google.com/patent/BRPI0405622B1/pt,
BR-PI0712345-B1,Process for the preparation of water soluble cellulose hydrolysis products ,,,,,2017-09-19,,https://patents.google.com/patent/BRPI0712345B1/pt,
BR-102013026793-A2,Banco de testes de durabilidade para galerias de combustível ,Magneti Marelli Sist S Automotivos Ind E Com Ltda,"Claudinei Garcia Buzinaro, Marcelo Renato Cavaglieri, André Corrêa Mariano, Diogo Pereira Bessa, Arthur Vieira De Oliveira",2013-10-17,2013-10-17,2015-07-28,,https://patents.google.com/patent/BR102013026793A2/pt,
BR-112020009652-A2,composições tópicas ,Dsm Ip Assets B.V.,"Christine Mendrok-Edinger, Thomas Rudolph, Alexander Schlifke-Poschalko",2017-11-16,2018-11-07,2020-11-10,,https://patents.google.com/patent/BR112020009652A2/pt,
BR-102016019255-A2,Produção de álcoois e biodiesel a partir de desenhos fotoautotróficos e hidrogenotróficos ,James Weifu Lee,James Weifu Lee,2015-08-21,2016-08-19,2019-02-12,,https://patents.google.com/patent/BR102016019255A2/pt,
BR-112019022868-A2,método para remoção de impurezas de preparações à base de polissacarídeo capsular bacteriano ,Serum Institute Of India Private Limited,"Mhalasakant Dhere Rajeev, Shankar Pisal Sambhaji, Sarma Annamraju Dattatreya",2017-05-05,2018-05-03,2020-05-19,,https://patents.google.com/patent/BR112019022868A2/pt,
BR-PI0702448-B1,catalisador heterogêneo e processo de transesterificação compreendendo o uso de catalisador heterogêneo ,Univ De São Paulo - Usp,"Armelim Bortoleto Daniel, De Souza Rodrigues Hugo, Joaquim Dabdoub Miguel, Alexandra Rampin Márcia, Maria Brugnara Dabdoub Vânia",2007-07-03,2007-07-03,2017-02-21,,https://patents.google.com/patent/BRPI0702448B1/pt,
BR-112018008817-B1,"Sistema aglutinante para mistura de material de moldagem, bem como mistura de material de moldagem e método para produção de molde ou núcleo para fundição de metal fundido ",ASK Chemicals LLC,"Paulo Rogerio Bolognesi, Alexandre Bruno Dias Souza, Fabiana Cordeiro Vieria, Davi Santos, Michael Nocera",2015-10-30,2016-10-28,2022-06-21,,https://patents.google.com/patent/BR112018008817B1/pt,
BR-112017026710-B1,Processo para produzir um produto de fermentação a partir de biomassa ,"GranBio Intellectual Property Holdings, LLC","Theodora Retsina, Jean-Pierre BOUSQUET",2015-06-09,2016-06-09,2023-09-05,,https://patents.google.com/patent/BR112017026710B1/pt,
BR-PI0702149-B1,catalisador heterogêneo e processo de transesterificação compreendendo o uso de catalisador heterogêneo ,Univ De São Paulo - Usp,"Armelim Bortoleto Daniel, De Souza Rodrigues Hugo, Joaquim Dabdoub Miguel, Alexandra Rampin Márcia, Maria Brugnara Dabdoub Vânia",2007-07-03,2007-07-03,2017-02-21,,https://patents.google.com/patent/BRPI0702149B1/pt,
